评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.2, 中国大陆, 马英力, 126分钟(威尼斯电影节) / 127分钟,114239, 娄烨, 剧情, 礼拜六小说 / Saturday Fiction, 汉语普通话 / 英语 / 日语 / 法语, tt8499638, 2021-10-15(中国大陆) / 2019-09-04(威尼斯电影节),兰心大剧院, 巩俐 / 赵又廷 / 小田切让 / 帕斯卡尔·格雷戈里 / 汤姆·拉斯齐哈 / 黄湘丽 / 中岛步 / 王传君 / 张颂文
7.2, 中国大陆, 陈建斌 / 牛建荣 / 牛牛 / 雷志龙, 117分钟,215254, 陈建斌, 剧情 / 喜剧, 如是你闻 / 刹车问题 / The Eleventh Chapter, 汉语普通话, tt10097436, 2021-04-02(中国大陆) / 2019-04(北京国际电影节),第十一回, 陈建斌 / 周迅 / 大鹏 / 窦靖童 / 春夏 / 王学兵 / 宋佳 / 牛犇 / 刘金山 / 于谦 / 贾冰 / 黄建新 / 史航 / 方龄 / 李九霄
6.3, 中国大陆, 沙颂 / 李骏, 114分钟,142446, 李骏, 剧情 / 动作 / 灾难, 无限救援 / 无限深度 / Cloudy Mountain / Infinite Depth, 汉语普通话, tt15413054, 2021-09-17(中国大陆),峰爆, 朱一龙 / 黄志忠 / 陈数 / 焦俊艳 / 成泰燊 / 王戈 / 卢思宇 / 洪剑涛 / 周晓鸥 / 斌子 / 孙一理 / 黄超 / 闫鹏 / 张国立 / 张译 / 白客 / 乔欣 / 李光洁 / 乔振宇 / 章申 / 于莎莎 / 陶虹
5.7, 中国大陆, 周子阳, 102分钟,28925, 周子阳, 剧情 / 爱情 / 悬疑, Wu Hai, 汉语普通话, tt10986342, 2021-10-29(中国大陆) / 2020-09-24(圣塞巴斯蒂安国际电影节),乌海, 黄轩 / 杨子姗 / 王韶华 / 王煜 / 黄雯 / 涂们 / 王超北 / 乌兰 / 李东力 / 牛花朵 / 陶积升 / 王铭顺 / 周雍浩 / 胡楠 / 邹旭峰 / 王东芳 / 李露 / 苏悦 / 叶之馨
8.3, 中国大陆, 田晓鹏 / 刘虎 / 米粒 / 金冉 / 金成, 89分钟,628186, 田晓鹏, 剧情 / 动画 / 奇幻,, 汉语普通话 / 粤语, tt4644382, 2015-07-10(中国大陆),西游记之大圣归来, 张磊 / 林子杰 / 吴文伦 / 童自荣 / 刘九容 / 吴迪 / 刘北辰 / 赵乾景 / 周帅
8.0, 中国大陆 / 法国 / 日本, 贾樟柯, 126分钟(中国大陆) / 131分钟(法国),269440, 贾樟柯, 剧情 / 家庭, 山河恋人 / Mountains May Depart / 山河ノスタルジア, 英语 / 山西话 / 汉语普通话 / 上海话, tt3740778, 2015-10-30(中国大陆) / 2015-05-20(戛纳电影节),山河故人, 赵涛 / 张译 / 梁景东 / 董子健 / 张艾嘉 / 荣梓杉 / 梁永浩 / 刘陆 / 原文倩
6.2, 中国大陆, 孔优优 / 陈维涵,,161201, 孙皓, 悬疑 / 犯罪, Who is The Murderer, 汉语普通话, tt13092402,,谁是凶手, 赵丽颖 / 肖央 / 董子健 / 姚安濂 / 刘琳 / 常铖 / 李强 / 郝平 / 王鑫 / 姜卓君 / 孙绍龙 / 边天扬 / 李光复 / 周奇 / 王茂蕾 / 高露 / 耿乐 / 常戎 / 张昊唯 / 刘桦
5.3, 中国大陆, 张三工作室 / 韩旸 / 徐子沅,,12884, 林玉芬 / 梁胜权, 剧情 / 爱情,, 汉语普通话, tt18265574,,完美伴侣, 高圆圆 / 张鲁一 / 王耀庆 / 王真儿 / 胡歌 / 尤靖茹 / 邬君梅 / 李乃文 / 喻恩泰 / 李建义 / 徐玉兰 / 闫学晶 / 宋楠惜 / 翟宇佳 / 赵浩闳 / 林子烨 / 冯雪雅 / 曾一萱
8.1, 中国大陆, 马伪八 / 紫金陈,,258068, 吕行, 悬疑 / 犯罪, Burning Ice, 汉语普通话, tt7368008,,无证之罪, 秦昊 / 邓家佳 / 姚橹 / 代旭 / 王真儿 / 宁理 / 荆浩 / 林鹏 / 袁满 / 要武 / 程雍 / 张澍 / 李俊霆 / 刘戈滨 / 赵晖 / 李泽 / 刘洋 / 赵梓淇 / 王海军 / 郭海鹏 / 蓝骁 / 刘唯伟 / 张成成 / 杨皓轩 / 郑超 / 赵杨 / 饶国峰 / 王雪洋 / 赵彦 / 吕行
8.8, 中国大陆, 唐尧,,168439, 李雪 / 黄伟, 剧情 / 历史, 大江大河 第二部 / Like a Flowing River 2, 汉语普通话, tt11459250,,大江大河2, 王凯 / 杨烁 / 董子健 / 杨采钰 / 周放 / 霍青 / 练练 / 冯晖 / 赵达 / 齐奎 / 焦刚 / 孙大川 / 郭虹 / 李晨涛 / 田雷 / 胡耘豪 / 赵阳 / 王宏 / 李保安 / 钱洁 / 杨皓宇 / 王鑫 / 吴其江 / 赵千紫 / 李超 / 梁国荣 / 李朵 / 师悦玲 / 郝光 / 魏伟 / 程愫 / 红花 / 王海地 / 徐囡楠 / 岳旸 / 王伯昭 / 李威 / 赵子煜 / 杜建桥 / 孙浩涪 / 陈思斯 / 张瑞涵 / 李媛媛 / 赵芮 / 国歌 / 卜宇鑫 / 鞠帛展 / 宋家腾 / 任洛敏 / 韩菲儿 / 杨立新 / 林栋甫 / 李光洁 / 苏小明 / 孙艺洲 / 张佳宁 / 吴国华
8.6, 中国大陆, 郑泽彬,,47877, 肖姝, 纪录片, 解放西, 汉语普通话, tt16492730,,守护解放西,
8.0, 中国大陆, 木头 / 彭可欣 / 风息神泪 / 李冠萱, 101分钟,480628, 木头, 动作 / 动画 / 奇幻, 罗小黑战记大电影 / The Legend of Hei / 羅小黒戦記 ぼくが選ぶ未来, 汉语普通话, tt10734928, 2019-09-07(中国大陆) / 2019-08-27(大规模点映),罗小黑战记, 山新 / 郝祥海 / 刘明月 / 曹云图 / 叮当 / 图特哈蒙 / 杨凝 / 陈思宇 / 李璐 / 邢凯新 / 李铫 / 高枫 / 沈念如 / 瞳音 / 李兰陵 / 林帽帽 / 叶知秋 / 张恩泽 / 闫夜桥 / 李轻扬 / 赵小双 / 艾索 / 木头
8.7, 中国大陆, 马俪文, 88分钟,107035, 马俪文, 剧情, Wo men lia / You and Me, 汉语普通话, tt0757376, 2006-04-10(中国香港电影节) / 2005-10(东京电影节),我们俩, 宫哲 / 金雅琴 / 张淑芳 / 孙捷 / 罗忠学 / 强爽 / 刘正亮
8.4, 中国大陆, 冯小刚 / 王刚, 87分钟,270881, 冯小刚, 喜剧, The Dream Factory, 汉语普通话, tt0260987, 1997-12-24(中国大陆),甲方乙方, 葛优 / 刘蓓 / 何冰 / 冯小刚 / 英达 / 徐帆 / 杨立新 / 李琦 / 傅彪 / 李滨 / 叶京 / 刘震云 / 王小柱 / 张秋芳 / 孟赫 / 马永玲 / 孙桂田 / 李伟建
6.6, 中国大陆, 于勇敢, 111分钟,678188, 刘伟强, 剧情 / 传记 / 灾难, The Captain / The Chinese Pilot, 汉语普通话 / 藏语 / 英语 / 四川话, tt10218664, 2019-09-30(中国大陆) / 2021-12-01(中国大陆重映),中国机长, 张涵予 / 欧豪 / 杜江 / 袁泉 / 张天爱 / 李沁 / 雅玫 / 杨祺如 / 高戈 / 黄志忠 / 朱亚文 / 李现 / 焦俊艳 / 吴樾 / 阚清子 / 李岷城 / 冯文娟 / 陈数 / 杨颖 / 余皑磊 / 关晓彤 / 小爱 / 伊拉尔·帕萨 / 亚历克斯·皮希汀 / 赵亮 / 周波
8.3, 中国大陆, 过士行 / 姜文 / 述平, 116 分钟,247974, 姜文, 剧情 / 奇幻, 太阳再次升起 / The Sun Also Rises, 汉语普通话 / 温州话 / 俄语 / 维吾尔语, tt0769507, 2007-09-21(中国大陆) / 2007-09-03(威尼斯电影节),太阳照常升起, 房祖名 / 周韵 / 姜文 / 黄秋生 / 陈冲 / 孔维 / 崔健 / 李加民
6.8, 中国大陆, 段余乐 / 许小青 / 王一超 / 张皓雪,,110331, 陈小明 / 章攀, 爱情 / 悬疑 / 奇幻, 在宇宙尽头一起出发吧 / The Moment of Meeting Again, 汉语普通话, tt17506818,,一闪一闪亮星星, 张佳宁 / 屈楚萧 / 吴希泽 / 傅菁 / 骆明劼 / 蒋昀霖 / 徐紫茵
8.0, 中国大陆, 殳俏 / 沈洋 / 任鹏 / 易帅婕,,281637, 陈正道 / 许肇任 / 吴中天, 悬疑 / 犯罪, A Murderous Affair in Horizon Tower, 汉语普通话, tt11395850,,摩天大楼, 郭涛 / 杨子姗 / 杨颖 / 焦刚 / 刘丹 / 倪虹洁 / 吕聿来 / 郑人硕 / 马亮 / 孔雁 / 张柏嘉 / 马小媛 / 曹恩齐 / 金世佳 / 王圣迪 / 李解 / 曹艳艳 / 吴玉芳 / 毛雪雯 / 王梓尘 / 高睿菲儿 / 汪飏 / 李溪昶 / 闫汶渲 / 张晗 / 郭震 / 吴恩璇 / 大虹 / 张捷暘 / 王美茜 / 唐颖 / 严丰 / 王蕊 / 刘佳玮 / 东周文德 / 李昕岳 / 曹蕴 / Scott / Elaine / 上官瞳 / 李雪蕊 / 田卓源 / 王华国 / 陈晶晶 / 谷红岩 / 朱晓鸣 / 邱悦 / 杨强 / 李柯瑾 / 韩东 / 红木 / 殳俏 / Jonny / 杨迎春 / 代文君 / 王荷酿 / 吉说达胡 / 王馨阳 / 赵刚 / 高亮 / 刘惠仪 / 蒋林燕 / 刘毅 / 杨君 / Patrick / 姚柏仲 / 赵佳忆 / 陈羽汐 / 张煜雯 / 王堂堂 / 宋子瑜 / 米拉 / 姜来 / 张治洲
7.6, 中国大陆,,,24209,, 真人秀, 令人心动的offer：医学生季, 汉语普通话,,,令人心动的offer 第三季, 孟非 / 张纯烨 / 胡海泉 / 周深 / 毛不易 / 易立竞 / 陶勇
8.0, 中国大陆, 刘震云, 146分钟,280751, 冯小刚, 剧情 / 历史 / 战争 / 灾难, 温故1942 / 1942 / 温故一九四二 / Back to 1942, 河南方言 / 英语 / 日语 / 汉语普通话, tt2113822, 2012-11-29(中国大陆) / 2012-11-11(罗马电影节),一九四二, 张国立 / 张默 / 徐帆 / 李雪健 / 陈道明 / 艾德里安·布洛迪 / 蒂姆·罗宾斯 / 冯远征 / 张涵予 / 王子文 / 段奕宏 / 范伟 / 柯蓝 / 张国强 / 林永健 / 乔振宇 / 李倩 / 赵毅
6.6, 中国大陆, 陈思诚 / 严以宁 / 莲舟 / 张淳 / 程佳客 / 高丽锋, 121分钟,844811, 陈思诚, 喜剧 / 动作 / 悬疑, 唐探2 / Detective Chinatown Vol 2, 汉语普通话 / 英语 / 日语 / 粤语, tt7752454, 2018-02-16(中国大陆),唐人街探案2, 王宝强 / 刘昊然 / 肖央 / 刘承羽 / 尚语贤 / 王迅 / 妻夫木聪 / 迈克尔·皮特 / 白灵 / 元华 / 曾江 / 王成思 / 杨金赐 / 范湉湉 / 佟丽娅 / 陈思诚
6.9, 中国大陆, 韩寒, 98分钟,838797, 韩寒, 喜剧, Pegasus, 汉语普通话 / 英语, tt9597190, 2019-02-05(中国大陆),飞驰人生, 沈腾 / 黄景瑜 / 尹正 / 张本煜 / 尹昉 / 田雨 / 魏翔 / 赵文瑄 / 腾格尔 / 易小星 / 李庆誉 / 高华阳 / 刘帅良 / 李玲玉 / 何穗 / 潘晓婷 / 田原 / 李春嫒 / 冯绍峰
8.0, 中国大陆 / 中国香港, 曹保平, 96分钟,316969, 曹保平, 剧情 / 爱情 / 犯罪, 爱失偿(港) / 李米的遭遇 / The Equation of Love and Death, 汉语普通话, tt1299370, 2008-09-19(中国大陆),李米的猜想, 周迅 / 邓超 / 张涵予 / 王宝强 / 王砚辉 / 王柠 / 颜北 / 董琳达 / 胡宝安
9.4, 中国大陆,,,22999, 叶深 / 罗颖鸾 / 王悦阳 / 郑苏杭 / 洪嘉宝 / 丁祥 / 郝雨竹 / 金逸堃 / 陈亚女 / 徐玮超 / 林宸西, 纪录片, And Yet The Books 2, 汉语普通话,,,但是还有书籍 第二季, 胡歌 / 许先哲 / 沈燮元 / 顾晓军 / 久美 / 赵佳 / 匡扶 / 吴淼 / 马爱农 / 包慧怡 / 杨武能 / 张立宪 / 杨全强 / 涂涂 / 班宇 / 梁鸿 / 吕德安 / 张辰亮 / 杨潇 / 塔可
9.0, 中国大陆,,,40926,, 纪录片, 守护解放西 第二季 / 解放西2 / 星城卫士 · 守护解放西2, 汉语普通话 / 长沙话,,,守护解放西2,
7.1, 中国大陆 / 中国香港, 张冀, 135分钟,397309, 陈可辛, 剧情 / 运动, 中国女排 / Leap, 汉语普通话 / 英语 / 日语 / 葡萄牙语, tt10670442, 2020-09-25(中国大陆),夺冠, 巩俐 / 黄渤 / 吴刚 / 彭昱畅 / 白浪 / 朱婷 / 徐云丽 / 张常宁 / 姚迪 / 林莉 / 刘晓彤 / 颜妮 / 惠若琪 / 丁霞 / 袁心玥 / 龚翔宇 / 李现 / 刘敏涛 / 陈展 / 罗慧 / 毛雯 / 李紫微 / 李冬徐 / 马雪纯 / 刘畅 / 刘贞宏 / 凌敏 / 李阳一 / 刘晨曦
6.0, 中国大陆, 王志勇 / 付丹迪, 105分钟,107149, 沙漠, 剧情 / 爱情, 10年女友 / 十年女友 / 与我十年长跑的女友明天要嫁人了 / Love Will Tear Us Apart, 汉语普通话, tt14546082, 2021-05-20(中国大陆),我要我们在一起, 屈楚萧 / 张婧仪 / 孙宁 / 张垚 / 李嘉灏 / 裴魁山 / 金靖承 / 金世佳 / 张子贤
8.4, 中国大陆, 述平, 90分钟,192719, 张艺谋, 剧情 / 喜剧, 晚报新闻 / Keep Cool, 汉语普通话, tt0120543, 1997-05-16(中国大陆) / 1997-09-02(威尼斯电影节),有话好好说, 姜文 / 李保田 / 瞿颖 / 刘信义 / 葛优 / 李雪健 / 尤勇智 / 张艺谋 / 赵本山 / 焦刚 / 梁冠华 / 李琦 / 方青卓 / 杜旭东 / 傅彪 / 陈晓花 / 李强 / 常戎 / 张伟平
8.7, 中国大陆 / 中国香港 / 中国台湾, 倪震 / 苏童, 125 分钟,222934, 张艺谋, 剧情, Raise The Red Lantern / Épouses et concubines, 汉语普通话, tt0101640, 1991-09-10(威尼斯电影节/多伦多电影节),大红灯笼高高挂, 巩俐 / 马精武 / 何赛飞 / 曹翠芬 / 周琦 / 孔琳 / 金淑媛 / 丁惟敏 / 初晓
7.5, 中国大陆, 刁亦男, 106分钟(中国大陆) / 110分钟,345812, 刁亦男, 剧情 / 悬疑 / 犯罪," Black Coal, Thin Ice", 汉语普通话, tt3469910, 2014-03-21(中国大陆) / 2014-02-12(柏林电影节),白日焰火, 桂纶镁 / 廖凡
8.6, 中国大陆, 卓越泡沫 / 陆洋 / 徐一天 / 陈晓 / 楠迪夫,,253099, 刘畅, 剧情 / 奇幻 / 运动,, 汉语普通话, tt13364846,,棋魂, 胡先煦 / 张超 / 郝富申 / 赵浩闳 / 韩沐伯 / 翟冠华 / 孙灿 / 吴芊盈 / 纪李 / 邵如一 / 陈宁 / 蒋宜儒 / 江柏萱 / 赵虎 / 陈玺旭 / 方文强 / 高文峰 / 王伊澜 / 矫昊 / 付伟伦 / 张珂源 / 余沛杉 / 吴天昊 / 郭枫 / 王超 / 李威 / 宁晓志 / 啜二勇 / 卢思宇 / 方东海 / 王唏 / 张傲然 / 戚九洲 / 姜震昊 / 卢待熹 / 刘畅 / 刘牧梅 / 谢宇扬 / 李斌 / 刘亚锟
7.0, 中国大陆, 李旻 / 汪洪,,246110, 李木戈, 剧情 / 爱情 / 奇幻, 半妖司藤 / Rattan, 汉语普通话, tt12368430,,司藤, 景甜 / 张彬彬 / 李沐宸 / 张亦驰 / 吴俊余 / 金泽灏 / 邵峰 / 潘一祎 / 李依晓 / 袁成杰 / 陈芷琰 / 李木戈
7.8, 中国大陆, 贾东岩 / 武瑶,,69329, 李云亮, 剧情 / 悬疑 / 战争, The Message, 汉语普通话, tt13712092,,风声, 徐璐 / 文咏珊 / 周一围 / 张志坚 / 杨祐宁 / 余皑磊 / 牛子藩 / 徐敏 / 盛朗熙 / 刘俊孝 / 马卫军 / 江一 / 高子沣 / 孙宁 / 牛飘 / 丁子玲 / 张皓然 / 王纯 / 吴京海 / 孙布尔 / 冯千 / 马晓峰 / 黄娟 / 杨廷东 / 王海地 / 朱研 / 纵昕芸 / 金晖 / 马伯全
8.4, 中国大陆, 李玉娇 / 韩景龙 / 徐昂, 106分钟,328847, 徐昂, 剧情, 12公民 / 十二个中国人 / 12 Citizens, 汉语普通话, tt3431598, 2015-05-15(中国大陆) / 2018-04-16(中国大陆重映) / 2014-10-19(罗马电影节),十二公民, 何冰 / 韩童生 / 钱波 / 赵龙豪 / 米铁增 / 高冬平 / 张永强 / 李光复 / 王刚 / 班赞 / 刘一辉 / 雷佳
8.0, 中国大陆, 阿美 / 王小帅, 175分钟 / 185分钟(国际版),332880, 王小帅, 剧情 / 家庭," So Long, My Son", 汉语普通话, tt9581076, 2019-03-22(中国大陆) / 2019-02-14(柏林电影节),地久天长, 王景春 / 咏梅 / 齐溪 / 王源 / 杜江 / 艾丽娅 / 徐程 / 李菁菁 / 赵燕国彰
8.4, 中国大陆 / 中国香港, 张冀, 130分钟,472112, 陈可辛, 剧情 / 家庭, 亲爱的小孩 / 打拐 / 家之亲爱的小孩 / Dearest, 汉语普通话 / 安徽方言 / 粤语 / 陕西方言, tt3752930, 2014-09-25(中国大陆) / 2015-01-22(中国香港) / 2014-08-28(威尼斯电影节),亲爱的, 赵薇 Wei Zhao / 黄渤 / 佟大为 / 郝蕾 / 张译 / 张雨绮 / 张国强 / 朱子墨 / 李一情 / 陈莹 / 余皑磊 / 黄建新
7.2, 中国大陆, 岳小军 / 邢爱娜 / 孙小杭 / 董润年 / 章笛沙 / 张艺凡, 118分钟,494633, 宁浩, 喜剧 / 爱情, 玩命邂逅 / 玩儿命邂逅 / 心花怒放 / Breakup Buddies, 汉语普通话 / 粤语 / 云南方言, tt3890264, 2014-09-30(中国大陆) / 2014-09-06(多伦多电影节),心花路放, 黄渤 / 徐峥 / 袁泉 / 周冬雨 / 陶慧 / 岳小军 / 沈腾 / 张俪 / 马苏 / 刘美含 / 王砚辉 / 焦俊艳 / 郭涛 / 李晨 / 熊乃瑾 / 夏雨 / 刘仪伟 / 雷佳音 / 雍梦婷 / 梁浩
7.5, 中国大陆, 李芳芳, 138分钟,681414, 李芳芳, 剧情 / 爱情 / 战争, Forever Young, 汉语普通话, tt2401825, 2018-01-12(中国大陆),无问西东, 章子怡 / 黄晓明 / 张震 / 王力宏 / 陈楚生 / 铁政 / 祖峰 / 米雪 / 王盛德 / 韩童生 / 王鑫 / 郑铮 / 章泽天 / 黄梦莹 / 林美秀 / 保罗·菲利普·克拉克 / 胡家华 / 伊娜 / 吴谨言 / 纪帅 / 王天泽 / 伍麟凯 / 都金翰
6.8, 中国大陆, 张吃鱼 / 宋阳, 100分钟,653833, 宋阳 / 张吃鱼, 喜剧 / 奇幻, Never Say Die, 汉语普通话, tt7431894, 2017-09-30(中国大陆),羞羞的铁拳, 艾伦 / 马丽 / 沈腾 / 田雨 / 宋阳 / 薛皓文 / 常远 / 黄才伦 / 王智
8.0, 中国大陆 / 法国, 马英力 / 毕飞宇, 114分钟(中国大陆) / 115分钟(海外版),181959, 娄烨, 剧情, Blind Massage, 汉语普通话, tt3469964, 2014-11-28(中国大陆) / 2014-02-10(柏林电影节),推拿, 郭晓东 / 秦昊 / 张磊 / 梅婷 / 黄轩 / 黄璐 / 黄军军 / 姜丹 / 穆怀鹏
7.4, 中国大陆, 陈力 / 丁涵 / 赵哲恩, 125分钟,22368, 陈力, 剧情, 荒岛人 / Island Keeper, 汉语普通话, tt14799356, 2021-06-18(中国大陆),守岛人, 刘烨 / 宫哲 / 侯勇 / 孙维民 / 宋春丽 / 张一山 / 陈创 / 陶慧敏 / 马少骅 / 迟蓬
6.0, 中国大陆, 樊菁 / 蒋丽华 / 吕聿来 / 岳小军, 112分钟,158239, 吕聿来, 剧情 / 动作 / 犯罪, 扫黑·两面人 / Break Through the Darkness, 汉语普通话, tt13655044, 2021-05-01(中国大陆),扫黑·决战, 姜武 / 张颂文 / 金世佳 / 李倩 / 赵毅 / 焦刚 / 尤勇智 / 刘琳 / 白志迪 / 王丽云 / 钱波 / 王佳佳 / 董博睿 / 徐可珑 / 张康乐 / 阿如那 / 蒋雪鸣 / 陈进 / 宗俊涛 / 涂圣成 / 王浩丞 / 吴双 / 范诗然 / 柳俊岐 / 秦海 / 钱漪 / 张天舒 / 王欣嘉 / 贾凤柱 / 王若溪 / 顾语涵 / 王峰 / 王建龙 / 张海怡 / 王静宇
4.9, 中国大陆, 张林楠 / 成钏 / 刘然,,109177, 金沙, 剧情 / 爱情 / 奇幻 / 古装, 九州·斛珠夫人 / Novoland Pearl Eclipse, 汉语普通话, tt13130228,,斛珠夫人, 杨幂 / 陈伟霆 / 徐开骋 / 陈小纭 / 王森 / 袁雨萱
, 中国大陆, 武阳 / 王小北,,, 任海曜, 喜剧,, 汉语普通话,,,清风朗月花正开, 许佳琪 / 黄圣池 / 吴恙 / 宋涵宇 / 马振桓 / 杨云绚 / 符雅凝 / 李嘉辉
7.3, 中国大陆, 周申 / 刘露, 111分钟,513249, 周申 / 刘露, 喜剧 / 爱情, 如果，我不是我 / Almost a Comedy, 汉语普通话, tt11273332, 2019-12-20(中国大陆),半个喜剧, 任素汐 / 吴昱翰 / 刘迅 / 汤敏 / 赵海燕 / 刘宸翎 / 裴魁山 / 梁瀛 / 于奥 / 梁翘柏 / 常远
4.5, 中国大陆, 申捷 / 宋朝云, 101分钟,641644, 程小东, 爱情 / 奇幻 / 古装, 诛仙 / 诛仙电影版 / Jade Dynasty, 汉语普通话, tt9680630, 2019-09-13(中国大陆),诛仙1, 肖战 / 李沁 / 孟美岐 / 唐艺昕 / 刘端端 / 李俊贤 / 代旭 / 邱心志 / 姜大卫 / 陈孝萱 / 徐少强 / 叶童 / 梁家仁 / 包小松 / 陈立唯 / 熊欣欣 / 李熙 / 谢辰 / 何政庭 / 张智坤 / 孟子荻 / 马佳玛尧 / 张本煜 / 李昕岳 / 翟玉博
6.9, 中国大陆 / 日本, 王蕙玲 / 陈凯歌 / 梦枕貘, 129分钟(中国大陆) / 132分钟(日本),677665, 陈凯歌, 剧情 / 悬疑 / 奇幻 / 古装, 沙门空海 / 沙门空海之大唐鬼宴 / 大唐鬼宴 / 空海 / 空海 KU-KAI 美しき王妃の謎 / 沙門空海唐の国にて鬼と宴す / Legend of the Demon Cat, 汉语普通话 / 日语, tt6157626, 2017-12-22(中国大陆) / 2018-02-24(日本),妖猫传, 黄轩 / 染谷将太 / 张雨绮 / 秦昊 / 张榕容 / 刘昊然 / 欧豪 / 张鲁一 / 阿部宽 / 田雨 / 刘佩琦 / 辛柏青 / 成泰燊 / 李淳 / 秦怡 / 松坂庆子 / 张天爱 / 周中和 / 火野正平 / 夏楠 / 陈旭 / 王迪 / 宋运成
6.1, 中国大陆, 黄磊 / 郭思含 / 张昕,,75218, 汪俊, 剧情 / 家庭, A Little Mood For Love / Xiaomin's Home, 汉语普通话, tt17322662,,小敏家, 周迅 / 黄磊 / 唐艺昕 / 涂松岩 / 刘莉莉 / 秦海璐 / 韩童生 / 冯雷 / 范世錡 / 吴彼 / 周翊然 / 向涵之 / 曲哲明 / 张博鑫 / 刘芳 / 鲍大志 / 于慧 / 张棪琰 / 侯长荣 / 刘晨霞 / 金溪 / 刘家祎 / 钟丽丽 / 祁忆 / 钟艾霖 / 杨平友 / 杨智迪 / 红花 / 张圣岳
8.8, 中国大陆 / 中国香港, 陆川, 85分钟(中国大陆) / 90分钟(美国) / 98分钟(阿根廷),267590, 陆川, 剧情 / 犯罪,, 汉语普通话 / 藏语, tt0386651, 2004-10-01(中国大陆) / 2005-04-21(中国香港),可可西里, 多布杰 / 张垒 / 奇道 / 赵雪莹 / 马占林 / 赵一穗
7.1, 中国大陆, 黄渤 / 张冀 / 郭俊立 / 查慕春 / 崔斯韦 / 邢爱娜 / 黄湛中, 134分钟,841502, 黄渤, 剧情 / 喜剧, 大富翁 / 诳想曲 / The Island, 汉语普通话, tt8755316, 2018-08-10(中国大陆),一出好戏, 黄渤 / 舒淇 / 王宝强 / 张艺兴 / 于和伟 / 王迅 / 李勤勤 / 李又麟 / 宁浩 / 管虎 / 梁静 / 徐峥 / 陈德森 / 张磊
7.7, 中国大陆, 严歌苓 Geling Yan, 136分钟 / 146分钟(多伦多电影节),752339, 冯小刚, 剧情 / 历史 / 战争, 歌声离我远去 / Youth, 汉语普通话, tt6654316, 2017-12-15(中国大陆) / 2017-09-07(多伦多电影节),芳华, 黄轩 / 苗苗 / 钟楚曦 / 杨采钰 / 李晓峰 / 王天辰 / 王可如 / 隋源 / 张仁博 / 苏岩 / 张国立 / 赵立新
6.9, 中国大陆, 沐川, 116分钟,186701, 赵霁, 动作 / 动画 / 奇幻,, 汉语普通话, tt13269670, 2021-02-12(中国大陆),新神榜：哪吒重生, 杨天翔 / 张赫 / 宣晓鸣 / 李诗萌 / 朱可儿 / 凌振赫 / 刘若班 / 张遥函 / 张喆 / 高增志 / 郭浩然
9.4, 中国大陆, 李存葆 / 李凖, 140分钟,48589, 谢晋, 剧情 / 战争, 卫国军魂(港) / Wreaths at the Foot of the Mountain, 汉语普通话, tt0090340, 1985-11-07(中国香港),高山下的花环, 吕晓禾 / 唐国强 / 何伟 / 童超 / 盖克 / 王玉梅 / 刘燕生 / 斯琴高娃 / 倪大红 / 何毅 / 石磊 / 贾雨岚 / 李丹军 / 管宗祥 / 李振平 / 胡宗琪 / 洪军
7.0, 中国大陆, 姜文 / 何冀平 / 李非 / 孙悦 / 张北海, 137分钟 / 134分钟(香港),651846, 姜文, 剧情 / 喜剧 / 动作, 侠隐 / Hidden Man, 汉语普通话 / 英语 / 日语 / 法语, tt8434380, 2018-07-13(中国大陆),邪不压正, 彭于晏 / 廖凡 / 姜文 / 周韵 / 许晴 / 泽田谦也 / 安地 / 史航 / 李梦 / 丁嘉丽 / 陈曦
8.2, 中国大陆, 焦华静, 120分钟,466380, 曹保平, 剧情 / 家庭, 狗13 / 爱因斯坦和爱因斯坦 / Einstein & Einstein, 汉语普通话 / 西安话, tt3401962, 2018-12-07(中国大陆) / 2013-10-11(华语青年影像论坛),狗十三, 张雪迎 / 果靖霖 / 智一桐 / 代旭 / 黄诗佳 / 曹馨月 / 聂鑫 / 周珍
9.0, 中国大陆, 罗颖鸾,,78766, 罗颖鸾 / 杨骊珠 / 王悦阳 / 郑苏杭 / 刘倩瑜 / 彭欣宇 / 林宸西, 纪录片, 但是，还有书籍 / And Yet The Books, 汉语普通话, tt12758926,,但是还有书籍, 朱岳 / 俞国林 / 范晔 / 朱利伟 / 小隐 / 杨早 / 蔡皋 / 熊亮 / 粲然 / 吴雅慧 / 陈晓维 / 蜗牛和lulu / 宁成春 / 何浩 / 薄英
8.4, 中国大陆, 莫言 / 陈剑雨 / 朱伟, 91分钟,230073, 张艺谋, 剧情 / 爱情 / 历史 / 战争, Red Sorghum / Sorgo rojo, 汉语普通话 / 日语, tt0093206, 1988-10-10(中国大陆) / 2018-10-12(中国大陆重映) / 1988-02(柏林电影节),红高粱, 巩俐 / 姜文 / 滕汝骏 / 钱明 / 陈志刚 / 计春华
