评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
6.2, 墨西哥 / 美国, Santiago Fernández Calvete / Alejandro Hidalgo, 98分钟,566, Alejandro Hidalgo, 恐怖, 驱魔之神 / 神鬼驱魔令（台）, 英语, tt10362566, 2021-09-27(Fantastic Fest),上帝的驱魔, 约瑟夫·马塞尔 / 玛利亚·加布里埃拉·法里亚 / 维尔·贝布林克
8.5, 日本, 和月伸宏 / 大友启史, 137分钟,27644, 大友启史, 剧情 / 动作 / 冒险,, 日语, tt11991748, 2021-06-04(日本) / 2021-07-30(日本网络),浪客剑心 最终章 追忆篇, 佐藤健 / 有村架纯 / 高桥一生 / 北村一辉 / 江口洋介 / 村上虹郎 / 安藤政信 / 大西信满 / 池内万作 / 藤本隆宏 / 和田聪宏 / 中村达也 / 荒木飞羽 / 洼田正孝 / 平野生成 / 堀田真由 / 一之濑亘 / 石田法嗣 / 成田瑛基 / 奥野瑛太 / 渡边真起子
6.9, 日本, 柏叶幸子 / 吉田玲子, 100分钟,985, 川面真也, 动画, 海岬的迷家 / The House of the Lost on the Cape / Misaki no Mayoiga, 日语, tt13404868, 2021-08-27(日本),海岬的迷途之家, 芦田爱菜 / 粟野咲莉 / Takuya Tasso / 大竹忍
9.2, 中国大陆, 包蕾 / 王树忱, 89分钟 / 100分钟(中国大陆重映),251939, 王树忱 / 钱运达, 动画 / 奇幻, 天书奇谭4K纪念版 / The Legend of Sealed Book / Secrets of the Heavenly Book, 汉语普通话, tt6035092, 1983(中国大陆) / 2021-11-05(中国大陆重映),天书奇谭, 丁建华 / 毕克 / 苏秀 / 程晓桦 / 施融 / 于鼎 / 杨成纯 / 孙渝烽 / 胡庆汉 / 尚华 / 刘广宁 / 乔榛 / 严崇德 / 伍经纬 / 童自荣 / 程玉珠 / 曹雷 / 王建新 / 杨文元 / 富润生 / 刘钦 / 刘风 / 翟巍 / 张欣 / 郭易峰 / 王肖兵
6.8, 美国 / 中国大陆, 阿克拉·库珀 / 温子仁 / 英格丽•温, 112分钟 / 108分钟(中国网络),67390, 温子仁, 悬疑 / 恐怖, 恶煞(港) / 疾厄(台) / 肿瘤侠 / 恶毒 / 恶性 / 肿瘤 / Malignant Man, 英语, tt3811906, 2021-09-01(法国) / 2021-09-10(美国),致命感应, 安娜贝拉·沃丽丝 / 麦蒂·哈森 / 吴宇卫 / 米歇尔·沃特 / 麦肯娜·格瑞丝 / 珍·路易莎·凯利 / 苏珊娜·汤姆森 / 杰克·阿贝尔 / 杰奎琳·麦根斯 / 克里斯蒂安·克莱门松 / 梅塞德斯·科隆 / 英格丽•温 / 乔恩·李·布罗迪 / 保拉·马绍尔 / 佐伊·贝尔 / 娜塔莉·萨福兰 / 迈克·门德兹 / 雷·蔡斯 / 帕翠西娅·维拉奎兹 / 麦迪逊·沃尔夫 / 安迪·比恩 / 帕特里克·考克斯 / 蕾妮·戴蒙德 / 玛丽娜·马泽帕 / 基诺·蒙特斯诺斯 / Ruben Pla / Amir AboulEla
5.6, 韩国, 千成日, 126分钟,2425, 金郑勋, 动作 / 冒险,, 韩语, tt17491040, 2022-01-26(韩国) / 2022-03-02(韩国网络),海盗2：鬼怪的旗帜, 姜河那 / 韩孝周 / 李光洙 / 蔡秀彬 / 吴世勋 / 朴智焕 / 金成伍 / 权相宇 / 金基斗 / 朴勋 / 成东日
7.6, 美国 / 英国 / 加拿大, 彼得·贝恩汉姆 / 莎拉·史密斯, 106分钟,16921, 莎拉·史密斯 / 让·菲利普·维恩 / 奥克塔维奥·E·罗德里格斯, 喜剧 / 科幻 / 动画 / 冒险, 罗恩失灵了 / 失灵脑朋友(港) / 天兵阿荣(台), 英语, tt7504818, 2021-10-22(美国),天赐灵机, 杰克·迪伦·格雷泽 / 扎克·加利凡纳基斯 / 艾德·赫尔姆斯 / 奥利维娅·科尔曼 / 罗伯·德兰尼 / 贾斯蒂斯·史密斯 / 凯莉·坎特罗尔 / 里卡多·乌尔塔多 / 卡伦·麦卡锡 / 艾娃·摩士 / 马库斯·斯克里布纳 / 托马斯·巴布萨卡 / Sarah Miller / 宾利·卡鲁 / Krupa Pattani / 约翰·麦克米兰 / 梅根·马克兹柯 / 卢比·瓦克斯 / 大卫·曼金 / 利亚姆·佩恩 / 弗卢拉·博格 / 大卫·布伦斯 / 优素福·凯尔科尔 / 菲尔·拉马 / 伊恩·麦基 / 安德烈·鲁滨孙 / 杰登·桑德 / Adam Tandy / 薇薇安·叶 / 朱利安·赞恩 / Tenley Molzahn
6.9, 美国, 雷德·卡罗林 / 布雷特·罗格里格兹, 101分钟,477, 雷德·卡罗林 / 查宁·塔图姆, 喜剧, 逍遥上路(台), 英语, tt11252248, 2022-02-18(美国),忠犬, 查宁·塔图姆 / 简·亚当斯 / 凯文·纳什 / 考莉安卡·基尔彻 / 伊桑·苏普利 / 卢克·福布斯 / 罗尼·吉恩·贝尔维斯 / 阿奎拉·佐尔 / 尼克尔·拉里贝特 / 凯登·博伊德 / 斯凯勒·乔伊 / 特伦特·布克斯顿 / 达伦·凯兰 / 内雷达·贝加 / 汤姆·贝耶 / 蒂莫西·尤里齐 / 裘斯 B.詹哈迪 / 布雷特·霍兰德 / 安德鲁·康斯坦丁尼 / 克里斯·博登
6.9, 法国, 雅克·欧迪亚 / 蕾雅·梅西斯 / 瑟琳·席安玛 / Adrian Tomine, 109分钟,789, 雅克·欧迪亚, 剧情 / 爱情," 巴黎13区 / Paris, 13th District / 慾巴黎十三區", 法语, tt12708658, 2021-07-14(戛纳电影节) / 2021-11-03(法国),奥林匹亚街区, 露西·张 / 马基塔·桑巴 / 诺米·梅兰特 / 珍妮·贝丝 / Camille Léon-Fucien / Oceane Cairaty / Anaïde Rozam / Pol White / Rong-Ying Yang / Geneviève Doang / Xing Xing Cheng / Fabienne Galula / Lilian Nze Nong / Ornella Nzingoula / Tony Zola
6.8, 英国, 埃德加·赖特 / 克里斯蒂·威尔逊-凯恩斯, 116分钟,31583, 埃德加·赖特, 悬疑 / 恐怖, 苏豪的最后一夜(港) / 迷离夜苏活(台) / Soho最后的夜晚(豆友译名), 英语, tt9639470, 2021-09-04(威尼斯电影节) / 2021-10-29(美国),Soho区惊魂夜, 托马辛·麦肯齐 / 安雅·泰勒-乔伊 / 马特·史密斯 / 黛安娜·里格 / 丽塔·塔欣厄姆 / 迈克尔·阿乔 / 特伦斯·斯坦普 / 山姆·克拉弗林 / 科林·梅斯 / 西诺薇·卡尔森 / 洁西·梅·李 / 卡西厄斯·纳尔逊 / 丽贝卡·哈罗德 / 艾米·卡塞塔利 / 宝琳·麦克林 / 乔什·扎雷 / 伊丽莎白·贝林顿 / 詹姆斯·菲尔普斯 / 奥利弗·菲尔普斯 / 保罗·布赖特威尔 / 威尔·罗杰斯 / 安德鲁·比克内尔 / 亚当·索普 / 迈克尔·米尔斯 / 玛格丽特·诺兰 / 卢克·霍普 / 迈克尔·吉普森 / 莉莎·麦格里利斯 / 艾尔·罗伯茨 / 德里克·李 / Jacqui-Lee Pryce / Alan Mahon / Connor Calland
7.7, 芬兰 / 俄罗斯 / 爱沙尼亚 / 德国, 安德里斯·费尔德马尼斯 / 尤霍·库奥斯曼恩 / 利维亚·乌尔曼 / Rosa Liksom, 107分钟,6355, 尤霍·库奥斯曼恩, 剧情, Compartment Number Six / Compartment Number 6 / Compartment No. 6 / Kupee nr 6 / 六号房间 / Купе номер 6, 俄语 / 芬兰语, tt10262648, 2021-07-10(戛纳电影节) / 2021-10-29(芬兰),六号车厢, 塞迪·哈拉 / 尤里·鲍里索夫 / 尤利娅·奥格 / 蒂娜拉·卓卡洛娃 / 波琳娜·奥格 / Tomi Alatalo / Konstantin Murzenko / Galina Petrova / Viktor Chuprov / Mikhail Brashinsky / Galina Sidorova / 谢尔盖·阿格夫诺 / Maria Kljukina / Denis Pyanov / Natalya Drozd
7.7, 哥伦比亚 / 泰国 / 法国 / 德国 / 墨西哥 / 卡塔尔 / 英国 / 中国大陆 / 瑞士, 阿彼察邦·韦拉斯哈古, 136分钟,5998, 阿彼察邦·韦拉斯哈古, 剧情,, 英语 / 西班牙语, tt8399288, 2022(中国大陆) / 2021-07-15(戛纳电影节) / 2021-09-30(哥伦比亚),记忆, 蒂尔达·斯文顿 / 让娜·巴利巴尔 / 艾格尼丝·布雷克 / 埃尔金·迪亚兹 / 胡安·帕布罗·乌雷戈 / 丹尼尔·希梅内斯·卡乔 / Jerónimo Barón / Constanza Gutierrez / Daniel Toro
6.4, 美国, M·奈特·沙马兰 / 皮埃尔·莱维 / Frederik Peeters, 108分钟,24059, M·奈特·沙马兰, 剧情 / 悬疑 / 惊悚 / 恐怖, 诡老(台) / 归老(豆友译名), 英语, tt10954652, 2021-07-21(法国) / 2021-07-23(美国),老去, 盖尔·加西亚·贝纳尔 / 薇姬·克里普斯 / 卢夫斯·塞维尔 / 亚历克斯·沃尔夫 / 托马辛·麦肯齐 / 阿比·丽 / 妮基·阿姆卡-伯德 / 肯·梁 / 伊莱扎·斯坎伦 / 亚伦·皮埃尔 / 艾伯丝·戴维兹 / 埃蒙·埃利奥特 / 亚历克莎·斯温顿 / 古斯塔夫·汉马斯顿 / 凯思琳·查尔方特 / 弗朗西斯卡·伊斯特伍德 / M·奈特·沙马兰 / 马修·希尔 / 杰弗里·霍尔斯曼 / 玛格·达·席尔瓦
5.9, 中国大陆, 牛红亮 / 何而, 90分钟,2161, 曾靖雄 / 邹燚, 动画 / 冒险," 镖师虎墩 / 虎墩小镖师 / Run, Tiger Run!", 汉语普通话 / 粤语, tt17639060, 2022-02-01(中国大陆),小虎墩大英雄, 张健儒 / 沈念慈 / 梁达伟 / 邹亮 / 陈诗 / 苏翼 / 孟祥龙 / 王肖兵 / 胡艺 / 李洋 / 张天雄 / 李程远 / 唐雅菁 / 黄贤骏 / 郜晓雨 / 李卓霆 / 潘丹妮 / 曹琦敏
7.2, 美国, 乔尔·科恩 / 威廉·莎士比亚, 105分钟,6038, 乔尔·科恩, 剧情, Macbeth, 英语, tt10095582, 2021-09-24(纽约电影节) / 2021-12-25(美国) / 2022-01-14(美国网络),麦克白的悲剧, 丹泽尔·华盛顿 / 弗兰西斯·麦克多蒙德 / 阿历克斯·哈赛尔 / 博迪·卡维尔 / 布莱丹·格里森 / 科里·霍金斯 / 哈利·米尔林 / 迈尔斯·安德森 / 马特·赫尔姆 / 摩西·英格拉姆 / 凯瑟琳·亨特 / 布莱恩·汤普森 / 斯蒂芬·鲁特 / 罗伯特·吉尔贝托 / 伊桑·哈钦森 / 理查德·肖特 / 西恩·帕特里克·汤玛斯 / 拉尔夫·伊内森 / 杰弗森·梅斯 / 奥利维亚·华盛顿 / 韦恩·T·卡尔 / 雅各布·麦卡锡 / Scott Subiono / Lucas Barker
6.3, 美国, 罗森·马歇尔·瑟伯, 117分钟,67133, 罗森·马歇尔·瑟伯, 喜剧 / 动作 / 惊悚 / 犯罪, 红色大贱谍, 英语, tt7991608, 2021-11-12(美国),红色通缉令, 道恩·强森 / 瑞安·雷诺兹 / 盖尔·加朵 / 里图·阿亚 / 克里斯·迪亚曼托普洛斯 / 伊万·姆巴科普 / 温琴佐·阿马托 / 帕斯卡尔·佩塔尔迪 / 塞思·迈克尔斯 / 塞巴斯蒂安·拉格 / 盖·纳尔杜利 / 罗森·马歇尔·瑟伯 / 安东尼·贝勒索 / 丹尼尔·伯哈特 / 约瑟夫·波多尔斯基 / 马丁·威廉·哈里斯 / 汤姆·蔡 / 罗伯特·克洛特沃西 / 詹姆斯·威廉·巴拉德 / 埃尔文·费利西达 / 杰伊·古铁雷斯 / 艾德·希兰 / Ray Siegle / 罗伯特·廷斯利 / 维多利亚·佩吉·沃特金斯 / Robert Mata / Andrew Hunter / George Tsai
5.8, 美国, 詹姆斯·范德比尔特 / 盖伊·比尤西克 / 凯文·威廉姆森, 114分钟,6561, 马特·贝蒂内利-奥尔平 / 泰勒·吉勒特, 惊悚 / 恐怖, 夺命狂呼(港) / 惊声尖叫(台) / 新版惊声尖叫 / 新惊声尖叫 / Scream 5, 英语, tt11245972, 2022-01-14(美国),惊声尖叫5, 大卫·阿奎特 / 内芙·坎贝尔 / 柯特妮·考克斯 / 梅丽莎·巴雷拉 / 珍娜·奥尔特加 / 梅森·古丁 / 迪兰·明奈特 / 玛丽·谢尔顿 / 杰克·奎德 / 贾思敏·萨沃伊·布朗 / 索尼娅·阿马尔 / 米奇·麦迪森 / 凯尔·加尔纳
6.4, 法国 / 比利时, 朱利亚·迪库诺, 108分钟,46421, 朱利亚·迪库诺, 剧情 / 恐怖, 变钛(港), 法语, tt10944760, 2021-07-13(戛纳电影节) / 2021-07-14(法国),钛, 阿加莎·罗塞勒 / 文森特·林顿 / 加朗斯·马里利埃 / 贝特朗·波尼洛 / 拉明·西索科 / 弗雷德里克·雅尔丹 / 弗洛伦斯·詹纳斯 / Diong-Kéba Tacu / Laïs Salameh / Mara Cisse / Marin Judas / Myriem Akheddiou / Céline Carrère / Adèle Guigue / Thibault Cathalifaud / Dominique Frot
6.5, 中国大陆, 俞白眉 / 张彦 / 李媛 / 何可可 / 徐峥 / 华玮琳 / 林炳宝, 156分钟,221449, 吴京 / 章子怡 / 徐峥 / 沈腾, 剧情," My Country, My Parents", 汉语普通话, tt15465312, 2021-09-30(中国大陆),我和我的父辈, 吴京 / 章子怡 / 徐峥 / 沈腾 / 吴磊 / 黄轩 / 袁近辉 / 任思诺 / 韩昊霖 / 宋佳 / 马丽 / 洪烈 / 张天爱 / 李光洁 / 海清 / 陈道明 / 彭昱畅 / 欧豪 / 贾冰 / 辣目洋子 / 艾伦 / 常远 / 余皑磊 / 魏晨 / 陶虹 / 倪虹洁 / 张雨绮 / 焦圣祥 / 樊雨洁 / 张建亚 / 张芝华 / 张国强 / 宁理 / 胡可 / 沙溢 / 马书良 / 曹可凡 / 万茜 / 祖峰 / 张艺谋 / 李雪健 / 张小斐 / 杜江 / 李乃文 / 耿乐 / 吴昊宸 / 白那日苏 / 江水 / 逯长恩 / 张恒瑞 / 阿楠 / 吴昱翰 / 周庆昀 / 王成思 / 宋阳 / 李海银 / 龚毅星
6.8, 美国, 迈克尔·莫汉, 116分钟,16515, 迈克尔·莫汉, 惊悚, 偷窥成魔, 英语, tt11235772, 2021-09-10(美国网络),偷窥者, 西德妮·斯威尼 / 贾斯蒂斯·史密斯 / 本·哈迪 / 刘承羽 / Katharine King So / Cait Alexander / Caitlyn Sponheimer / Daniel Grogan / Madelline Harvey / Sarah Donna / Noah Parker / Emily Shelton / Blessing Adedijo / Jillian Harris / Jimmy Caspeur
7.5, 挪威, 尼克·鲍尔 / 约翰·尼文, 113分钟,17232, 托米·维尔科拉, 喜剧 / 惊悚, 致命之旅 / The Trip, 挪威语, tt13109952, 2021-07-30(挪威),在糟糕的日子里, 劳米·拉佩斯 / 阿卡塞尔·亨涅 / Atle Antonsen / 克里斯蒂安·鲁贝克 / 安德烈·埃里克森 / Nils Ole Oftebro / 斯蒂格·弗洛德·亨里克森 / Tor Erik Gunstrøm / Selome Emnetu / Galvan Mehidi / 伊芙·卡塞思·罗斯腾 / Harald Dal / Ask Sørsdahl / Jeppe Beck Laursen / Kristoffer Jørgensen
7.3, 美国, 埃里康·卡萨罗萨 / 杰西·安德鲁斯 / 西蒙·斯蒂芬森 / 麦克·琼斯 / 朱莉·林恩 / 兰达尔·格林, 95分钟,93783, 埃里康·卡萨罗萨, 喜剧 / 动画 / 奇幻 / 冒险, 盛夏友晴天(港) / 路卡的夏天(台) / 卢卡, 英语 / 意大利语, tt12801262, 2021-08-20(中国大陆) / 2021-06-18(美国网络),夏日友晴天, 雅各布·特伦布莱 / 杰克·迪伦·格雷泽 / 艾玛·伯曼 / 萨维里奥·雷蒙多 / 玛娅·鲁道夫 / 萨莎·拜伦·科恩 / 马可·巴里切利 / 吉姆·加菲根 / 彼得·孙 / 洛伦佐·克里斯奇 / 玛丽娜·马西罗尼 / 吉诺·拉·莫妮卡 / 桑迪·马丁 / 嘉科莫·吉安尼欧缇 / 艾莉莎·加布瑞利 / 咪咪·梅纳德 / 埃里康·卡萨罗萨 / 吉姆·皮里 / Gino D'Acampo
7.4, 中国大陆 / 中国香港, 兰晓龙 / 黄建新, 176分钟,654073, 陈凯歌 / 徐克 / 林超贤, 剧情 / 历史 / 战争, 冰雪长津湖 / 抗美援朝 / 长津湖之战 / The Battle at Lake Changjin / Battle of Chosin Reservior, 汉语普通话 / 英语, tt13462900, 2021-09-30(中国大陆),长津湖, 吴京 / 易烊千玺 / 段奕宏 / 朱亚文 / 李晨 / 韩东君 / 胡军 / 张涵予 / 黄轩 / 欧豪 / 史彭元 / 李岷城 / 唐国强 / 杨一威 / 周小斌 / 林永健 / 王宁 / 刘劲 / 卢奇 / 王伍福 / 耿乐 / 曹阳 / 李军 / 王同辉 / 艾米 / 石昊正 / 许明虎
5.6, 日本, 山室有纪子, 96分钟,331, 柿本宪作, 爱情, Parasite in Love, 日语, tt16059146, 2021-11-12(日本),恋爱寄生虫, 林遣都 / 小松菜奈 / 井浦新 / 石桥凌
7.6, 中国大陆 / 中国香港, 全勇先 / 张艺谋, 120分钟,656445, 张艺谋, 剧情 / 动作 / 悬疑, Impasse / Cliff Walkers, 汉语普通话 / 英语 / 俄语, tt11448076, 2021-04-30(中国大陆),悬崖之上, 张译 / 于和伟 / 秦海璐 / 朱亚文 / 刘浩存 / 倪大红 / 李乃文 / 余皑磊 / 飞凡 / 雷佳音 / 沙溢 / 韩昊霖 / 赵毅
7.3, 法国, 弗朗索瓦·欧容 / 菲利普·皮亚佐 / Emmanuèle Bernheim, 113分钟,1743, 弗朗索瓦·欧容, 剧情, 天堂计划(台) / Everything Went Fine, 法语, tt12847812, 2021-07-07(戛纳电影节) / 2021-09-22(法国),一切顺利, 苏菲·玛索 / 安德烈·杜索里埃 / 热拉尔丁娜·帕亚 / 夏洛特·兰普林 / 埃里克·卡拉瓦卡 / 汉娜·许古拉 / 格莱高利·嘉德波瓦 / 朱迪思·马格里 / 雅各·诺勒 / 丹尼尔·梅斯吉什 / 娜塔莉·理查德 / 丹妮丝·沙朗 / Stéphane Hillel / Frédéric Siuen / Aymen Saïdi / 拉明·西索科 / François Perache / Catherine Chevallier / Annie Mercier
6.9, 中国香港, 梁乐民 / 吴炜伦, 137分钟 / 225分钟(导演剪辑版),58923, 梁乐民, 剧情 / 音乐 / 传记, 梅艳芳传奇 / Anita, 粤语, tt15010590, 2021-11-12(中国大陆/中国香港) / 2021-11-05(中国台湾点映) / 2021-10-15(釜山电影节),梅艳芳, 王丹妮 / 古天乐 / 林家栋 / 杨千嬅 / 廖子妤 / 刘俊谦 / 杨祐宁 / 邵仲衡 / 陈家乐 / 杨诗敏 / 黄进 / 蒋志光 / 李子雄 / 李敏 / 陈柏宇 / 胡子彤 / 白只
7.7, 丹麦, 奥勒·博内代尔, 107分钟,475, 奥勒·博内代尔, 历史 / 战争, Shadows in My Eyes, 丹麦语 / 英语 / 德语, tt9170516, 2021-10-28(丹麦),我眼中的阴影, 艾历克斯·休·安德森 / 帕特里夏·舒曼 / 詹姆斯·特拉佩 / 达妮卡· 库尔西奇 / 马德斯·瑞艾森 / 范妮·博内代尔 / Malene Beltoft Olsen / 延斯·塞特·拉森 / 克里斯蒂安·伊伯勒 / Alban Lendorf / Joen Højerslev
5.9, 中国大陆, 朱炫 / 范文文 / 黄海 / 王亚鹤 / 潘依然 / 常小琥, 123分钟,186418, 郭子健, 剧情 / 悬疑 / 冒险, 古董局中局电影版 / Schemes In Antiques, 粤语 / 汉语普通话, tt11482948, 2021-12-03(中国大陆),古董局中局, 雷佳音 / 李现 / 辛芷蕾 / 葛优 / 郭涛 / 咏梅 / 王庆祥 / 赵燕国彰 / 杨新鸣 / 阿如那 / 纪焕博 / 秦焰 / 佐藤丽 / 松峰莉璃
7.0, 美国, 肖恩·贝克 / 克里斯·贝格齐, 130分钟,4692, 肖恩·贝克, 剧情 / 喜剧,, 英语, tt13453006, 2021-07-14(戛纳电影节) / 2021-12-10(美国),红色火箭, 西蒙·雷克斯 / 布丽·埃尔罗德 / 布伦达·戴斯 / 苏赞娜·桑 / 邹时擎 / 布里特妮·罗德里格斯 / 朱迪·希尔 / 伊桑·达伯恩 / 卡伦·卡拉古利安 / 苏菲 / Vickie Pearce / Bashir Abboud / Kevin Cavanaugh / Caressa Garza / Marlon Lambert / Melary Jones / Najeeb Hassan / Leigh Ann Welch / Debra Johnson
7.6, 意大利, Giuseppe Paternò Raddusa / Matteo Pilati / Alessandro Guida, 101分钟,489, Alessandro Guida / Matteo Pilati, 喜剧 / 爱情 / 同性, Mascarpone / 单身男子, 意大利语, tt11941800, 2021-06-04(意大利),限时单身, 詹卡洛·科马尔 / 爱德华多·瓦达尔尼尼 / Gianmarco Saurino / Michela Giraud / Lorenzo Adorni / Carlo Calderone / 芭芭拉·奇基亚雷
4.6, 德国 / 美国 / 加拿大 / 法国, 约翰内斯·罗伯茨, 107分钟,16652, 约翰内斯·罗伯茨, 动作 / 科幻 / 恐怖, 恶灵古堡首部曲：拉昆市(台) / 生化危机：欢迎来到浣熊市 / 恶灵古堡 / Biohazard, 英语, tt6920084, 2021-11-24(加拿大),新生化危机, 汉娜·乔恩-卡门 / 卡雅·斯考达里奥 / 尼尔·麦克唐纳 / 汤姆·霍珀 / 罗比·阿梅尔 / 阿万·乔贾 / 唐纳尔·罗格 / 高莉莉 / 内森·达莱斯 / 斯蒂芬妮·霍金斯 / 乔什·克鲁达斯 / 查德·洛克 / 珍妮特·波特 / 帕梅拉·麦克唐纳 / 霍莉·德·巴罗斯 / 萨米·阿泽罗 / 帕特·桑顿 / 达伦·W·马吕努克 / 卡森`曼宁
6.5, 韩国,, 108分钟,4203, 朴大民, 动作 / 犯罪, 特快专递 / 极速快递(港/台) / Special Delivery, 韩语, tt16529222, 2022-01-12(韩国),特送, 朴素丹 / 宋清晨 / 金义城 / 郑贤俊 / 延宇振
7.9, 英国 / 德国 / 美国, 彼得·克莱格 / 希拉里·塞茨 / 柯特妮·迈尔斯 / 萨利·温莱特, 113分钟,8958, 诺拉·芬沙伊德, 剧情, 无赦, 英语, tt11233960, 2021-11-24(美国) / 2021-12-10(美国网络),不可饶恕, 桑德拉·布洛克 / 乔·博恩瑟 / 文森特·多诺费奥 / 维奥拉·戴维斯 / 理查德·托马斯 / 艾斯琳·弗兰乔茜 / W·厄尔·布朗 / 杰西卡·麦丽奥德 / 汤姆·盖里 / 琳达·伊蒙 / 罗布·摩根 / 艾伦·坡尔 / 帕蒂·基姆 / 艾玛·尼尔森 / 托比·哈格雷夫 / 威尔·普伦 / 威廉·贝勒 / 西蒙·钱 / Tom MacNeill
6.1, 日本, 细田守, 122分钟,6135, 细田守, 科幻 / 动画 / 冒险,, 日语, tt13651628, 2021-07-15(戛纳电影节) / 2021-07-16(日本),龙和雀斑公主, 中村佳穗 / 佐藤健 / 成田凌 / 染谷将太 / 玉城蒂娜 / 几田莉拉 / 森川智之 / 津田健次郎 / 小山茉美 / 宫野真守 / 森山良子 / 役所广司
6.1, 加拿大 / 美国, 吉尔·克兰 / 贾森·雷特曼 / 丹·艾克罗伊德 / 哈罗德·雷米斯, 124分钟,11342, 贾森·雷特曼, 喜剧 / 奇幻 / 冒险, 捉鬼敢死队：魅来世界(港) / 魔鬼克星 未来世(台) / 捉鬼敢死队：来世 / 捉鬼敢死队：来生 / 新捉鬼敢死队 / 捉鬼敢死队3 / 锈蚀之城 / Ghostbusters 2020 / Rust City / 捉鬼敢死队：未来世, 英语, tt4513678, 2021-11-19(美国),超能敢死队, 菲恩·伍法德 / 麦肯娜·格瑞丝 / 保罗·路德 / 凯莉·库恩 /  洛根金  / 塞莱斯特·奥康纳 / 安妮·波茨 / 比尔·默瑞 / 丹·艾克罗伊德 / 埃涅·赫德森 / 西格妮·韦弗 / 鲍勃·冈顿 / J·K·西蒙斯 / 肖恩·西沃德 / 比利·布莱克 / 悉尼·梅·迪亚兹 / 博基姆·伍德拜因 / 乔什·加德 / 索瑞·安达斯鲁 / 奥利弗·库珀 / 奥利维亚·王尔德 / 谢尔碧·杨
6.4, 泰国 / 韩国, 辰塔维·塔纳西维 / 罗泓轸 / 班庄·比辛达拿刚 / Siwawut Sewatanon / Cha-won Choi, 130分钟,116759, 班庄·比辛达拿刚, 恐怖, 萨满(台) / 凶灵祭(港) / 朗宗 / Rang Zong / Rang Song / Rangjong / The Medium / 랑종, 泰语, tt13446168, 2021-07-14(韩国),灵媒, 纳瑞拉·库尔蒙科尔佩特 / 萨尼·乌托玛 / 邦松·纳卡普 / Sirani Yankittikan / Yasaka Chaisorn / Arunee Wattana / Thanutphon Boonsang / Pakapol Srirongmuang / Akkaradech Rattanawong / Chatchawat Sanveang / Yossawat Sittiwong / Arnon Losiripanya / Klangchon Chuekham / Sayan Phiwchan / Sakchai Yukhachen
7.8, 美国, 迈克·米尔斯, 108分钟,5452, 迈克·米尔斯, 剧情, C'mon C'mon, 英语, tt10986222, 2021-09-02(特柳赖德电影节) / 2021-11-19(美国),呼朋引伴, 华金·菲尼克斯 / 伍迪·诺曼 / 盖比·霍夫曼 / 斯科特·麦克纳里 / 雅布其·杨-怀特 / Callan Farris / Elaine Kagan / Kate Adams / Brandon Rush / Mary Passeri / Cooper Jack Rubin / Molly Webster / Khadija Emma Neumann / Artrial Clark / Mya Gonzales
6.8, 韩国,, 106分钟,29174, 赵巴伦, 惊悚 / 恐怖, 採魂邨(港) / 怪奇大厦(台) / 怪奇公寓 / Strange Mansion / Ghost Mansion / The Grotesque Mansion, 韩语, tt14895216, 2021-06-30(韩国) / 2021-07-30(韩国网络),怪奇宅, 盛骏 / 金弘波 / 金宝罗 / 金在华 / 朴素珍 / 徐贤宇
6.6, 日本, 长崎尚志, 125分钟,8924, 永井聪, 悬疑 / 犯罪, Character, 日语, tt14118266, 2021-06-11(日本),角色, 菅田将晖 / 深濑慧 / 小栗旬 / 高畑充希 / 中村狮童
7.6, 中国大陆, 吴长风, 100分钟,7179, 薛锦胜 / 阮志豪, 动作 / 动画 / 武侠,, 汉语普通话,, 2022-02-01(中国大陆),枕刀歌之尘世行, 藤新 / 赵恩余 / 叶清 / 黎泓和 / 张艺 / 吴楚越 / 图特哈蒙 / 林强 / 史泽鲲 / 林柏青 / 巴赫 / 路扬 / 言浩 / 张振 / 杨谦 / 周晓栋 / 郭皓 / 李仁铜
6.6, 中国大陆, 刘翔 / 龙也, 107分钟,76682, 刘翔, 喜剧 / 悬疑, 眼见为虚 / Knock Knock, 汉语普通话, tt15554682, 2021-10-22(中国大陆) / 2021-09-26(北京国际电影节),不速来客, 范伟 / 窦骁 / 张颂文 / 朱珠 / 梁超 / 胡明 / 高尚 / 蔡鹭
7.3, 美国 / 加拿大 / 中国香港, 迈克尔·里安达 / 杰夫·罗韦, 113分钟,15524, 迈克尔·里安达 / 杰夫·罗韦, 喜剧 / 科幻 / 动画 / 冒险, 一家人大战机械人(港) / 一家断线救地球(港) / 米家大战机器人(台) / 无线之战(台) / 米歇尔大战机器人 / 米歇尔一家大战机器人 / 米切尔一家大战机器人 / Connected, 英语, tt7979580, 2021-04-30(美国网络),智能大反攻, 奥利维娅·科尔曼 / 埃里克·安德烈 / 玛娅·鲁道夫 / 查琳·易 / 丹尼·麦克布莱德 / 艾比·雅各布森 / 弗莱德·阿米森 / 克莉丝汀·泰根 / 玛德琳·麦格劳 / 亚历克斯·赫什 / 柯南·奥布莱恩 / 萨西尔·扎玛塔 / 约翰·传奇 / 贝克·班尼特 / Griffin McElroy / 杰·费罗尔 / 布雷克·格里芬 / 迈克尔·里安达 / 丝凯拉·格雷
